Pfam	Header
PF00258	A8A3P5|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:331112
PF00258	A8ANR7|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:290338
PF00258	A8ANX1|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:290338
PF00258	A8G9X6|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:399741
PF00258	A8GG94|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:399741
PF00258	A9LZ73|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:374833
PF00258	A9MF16|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:41514
PF00258	A9MFX6|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:41514
PF00258	A9N0D9|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:1016998
PF00258	A9N2E6|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:1016998
PF00258	B1B557|reviewed|Nitric oxide synthase-like protein|taxID:7091
PF00258	B1IU77|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:481805
PF00258	B1IUW9|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:481805
PF00258	B1LQ28|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:439855
PF00258	B1XCN7|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:316385
PF00258	B6EIL4|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:316275
PF00258	B9JEB9|reviewed|NAD(P)H dehydrogenase (quinone)|taxID:311403
PF00258	C6D9Q2|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:561230
PF00258	D5ARY8|reviewed|Type A flavoprotein fprA|taxID:272942
PF00258	O23207|reviewed|Probable NAD(P)H dehydrogenase (quinone) FQR1-like 2|taxID:3702
PF00258	O27404|reviewed|Coenzyme F420H(2) oxidase|taxID:187420
PF00258	O59761|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase|taxID:284812
PF00258	O61608|reviewed|Nitric oxide synthase|taxID:30069
PF00258	P04668|reviewed|Flavodoxin|taxID:573
PF00258	P0A3E0|reviewed|Flavodoxin|taxID:1168
PF00258	P0CP12|reviewed|NADPH-dependent diflavin oxidoreductase 1|taxID:214684
PF00258	P0CP13|reviewed|NADPH-dependent diflavin oxidoreductase 1|taxID:283643
PF00258	P10340|reviewed|Flavodoxin|taxID:1140
PF00258	P19618|reviewed|NADPH--cytochrome P450 reductase (Fragment)|taxID:8032
PF00258	P23001|reviewed|Flavodoxin B|taxID:355
PF00258	P37116|reviewed|NADPH--cytochrome P450 reductase|taxID:3916
PF00258	P52674|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:1058
PF00258	P52967|reviewed|Flavodoxin|taxID:272942
PF00258	P57503|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:107806
PF00258	P59404|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:199310
PF00258	P59405|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:623
PF00258	P65367|reviewed|Flavodoxin YqcA|taxID:83333
PF00258	P65368|reviewed|Uncharacterized protein YqcA|taxID:83334
PF00258	P65369|reviewed|Uncharacterized protein YqcA|taxID:623
PF00258	P72721|reviewed|Putative diflavin flavoprotein A 4|taxID:1111708
PF00258	P74373|reviewed|Putative diflavin flavoprotein A 3|taxID:1111708
PF00258	Q05001|reviewed|NADPH--cytochrome P450 reductase|taxID:4058
PF00258	Q07994|reviewed|NADPH--cytochrome P450 reductase|taxID:7370
PF00258	Q08C92|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1|taxID:7955
PF00258	Q0HFL6|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:60480
PF00258	Q0HYB4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:60481
PF00258	Q0T1D5|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:373384
PF00258	Q0T1I8|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:373384
PF00258	Q0TEA2|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:362663
PF00258	Q0TEH0|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:362663
PF00258	Q17574|reviewed|Methionine synthase reductase|taxID:6239
PF00258	Q1CLS8|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:377628
PF00258	Q1LTP1|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:374463
PF00258	Q1MHW6|reviewed|NAD(P)H dehydrogenase (quinone)|taxID:216596
PF00258	Q1R7T4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:364106
PF00258	Q1R7Z0|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:364106
PF00258	Q2KHP8|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1|taxID:8355
PF00258	Q2NVN4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:343509
PF00258	Q31X74|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:300268
PF00258	Q31XM4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:300268
PF00258	Q32CG3|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:300267
PF00258	Q32CL8|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:300267
PF00258	Q3YY94|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:300269
PF00258	Q3YYF4|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:300269
PF00258	Q4HZQ1|reviewed|NADPH-dependent diflavin oxidoreductase 1|taxID:229533
PF00258	Q4JIJ2|reviewed|Methionine synthase reductase|taxID:9913
PF00258	Q4P3D8|reviewed|NADPH-dependent diflavin oxidoreductase 1|taxID:5270
PF00258	Q57KH7|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:321314
PF00258	Q57KT3|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:321314
PF00258	Q58158|reviewed|Coenzyme F420H(2) oxidase|taxID:243232
PF00258	Q5E3W9|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:312309
PF00258	Q5E841|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:312309
PF00258	Q5NRM1|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:264203
PF00258	Q5PEH7|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:295319
PF00258	Q5PF19|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:295319
PF00258	Q5REF9|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1|taxID:9601
PF00258	Q65T53|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:221988
PF00258	Q66ED4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:273123
PF00258	Q6CVG8|reviewed|NADPH-dependent diflavin oxidoreductase 1|taxID:284590
PF00258	Q6D1A1|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:218491
PF00258	Q6D8S0|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:218491
PF00258	Q6LM58|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:298386
PF00258	Q7MFY8|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:196600
PF00258	Q7MHA5|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:196600
PF00258	Q7N8L6|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:243265
PF00258	Q7VQH2|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:203907
PF00258	Q83QD9|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:623
PF00258	Q87L90|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:223926
PF00258	Q8D4F8|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:216895
PF00258	Q8DCK2|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:216895
PF00258	Q8DJ55|reviewed|Putative diflavin flavoprotein A 2|taxID:197221
PF00258	Q8EAZ9|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:211586
PF00258	Q8FEI7|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:199310
PF00258	Q8H8N3|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase|taxID:39947
PF00258	Q8K9D3|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:198804
PF00258	Q8RXN5|reviewed|S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase|taxID:3702
PF00258	Q8VQF4|reviewed|Cindoxin|taxID:57706
PF00258	Q8X7U1|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:83334
PF00258	Q8YNW7|reviewed|Putative diflavin flavoprotein A 4|taxID:103690
PF00258	Q8YQE2|reviewed|Putative diflavin flavoprotein A 6|taxID:103690
PF00258	Q8Z0C1|reviewed|Putative diflavin flavoprotein A 5|taxID:103690
PF00258	Q8Z458|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:90370
PF00258	Q8Z4C5|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:90370
PF00258	Q8ZMJ7|reviewed|Anaerobic nitric oxide reductase flavorubredoxin|taxID:99287
PF00258	Q9I9M2|reviewed|Nitric oxide synthase (Fragment)|taxID:7797
PF00258	Q9JUD8|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:122587
PF00258	Q9KUX4|reviewed|Sulfite reductase [NADPH] flavoprotein alpha-component|taxID:243277
PF00258	O07026|reviewed|Flavodoxin|taxID:573
PF00258	O25776|reviewed|Flavodoxin|taxID:85962
PF00258	O34589|reviewed|Probable flavodoxin 2|taxID:224308
PF00258	O34737|reviewed|Probable flavodoxin 1|taxID:224308
PF00258	O52659|reviewed|Flavodoxin|taxID:203124
PF00258	O67866|reviewed|Flavodoxin|taxID:224324
PF00258	O83895|reviewed|Flavodoxin|taxID:243276
PF00258	P00321|reviewed|Flavodoxin|taxID:907
PF00258	P00322|reviewed|Flavodoxin|taxID:1520
PF00258	P00323|reviewed|Flavodoxin|taxID:882
PF00258	P0A1N6|reviewed|Flavodoxin 2|taxID:99287
PF00258	P0A1N7|reviewed|Flavodoxin 2|taxID:90370
PF00258	P0A3D9|reviewed|Flavodoxin|taxID:103690
PF00258	P0ABY4|reviewed|Flavodoxin 2|taxID:83333
PF00258	P0ABY5|reviewed|Flavodoxin 2|taxID:199310
PF00258	P0ABY6|reviewed|Flavodoxin 2|taxID:83334
PF00258	P14070|reviewed|Flavodoxin|taxID:2769
PF00258	P18086|reviewed|Flavodoxin|taxID:526222
PF00258	P26492|reviewed|Flavodoxin|taxID:876
PF00258	P27319|reviewed|Flavodoxin|taxID:1111708
PF00258	P28579|reviewed|Flavodoxin|taxID:549
PF00258	P31158|reviewed|Flavodoxin|taxID:32049
PF00258	P42059|reviewed|Minor allergen Cla h 7|taxID:29918
PF00258	P44562|reviewed|Flavodoxin|taxID:71421
PF00258	P44813|reviewed|Protein MioC homolog|taxID:71421
PF00258	P56268|reviewed|Flavodoxin (Fragment)|taxID:571
PF00258	P57385|reviewed|Flavodoxin|taxID:107806
PF00258	P58208|reviewed|Protein MioC|taxID:83334
PF00258	P61950|reviewed|Flavodoxin 1|taxID:199310
PF00258	P61951|reviewed|Flavodoxin 1|taxID:83334
PF00258	P71165|reviewed|Flavodoxin|taxID:883
PF00258	P71169|reviewed|Flavodoxin|taxID:549
PF00258	P80312|reviewed|Flavodoxin|taxID:525146
PF00258	Q01095|reviewed|Flavodoxin|taxID:1121448
PF00258	Q01096|reviewed|Flavodoxin|taxID:879
PF00258	Q47418|reviewed|Flavodoxin YqcA|taxID:555
PF00258	Q83S80|reviewed|Flavodoxin 1|taxID:623
PF00258	Q89AK0|reviewed|Flavodoxin|taxID:224915
PF00258	Q8K9N5|reviewed|Flavodoxin|taxID:198804
PF00258	Q8ZQX1|reviewed|Flavodoxin 1|taxID:99287
PF00258	Q9HYH1|reviewed|Uncharacterized protein PA3435|taxID:208964
PF00258	Q9KVY6|reviewed|Protein MioC homolog|taxID:243277
PF00258	Q9L6A2|reviewed|Protein MioC homolog|taxID:272843
PF00258	Q9ZK53|reviewed|Flavodoxin|taxID:85963
PF00258	Q57954|reviewed|Uncharacterized protein MJ0534|taxID:243232
PF00258	Q58142|reviewed|Uncharacterized protein MJ0732|taxID:243232
PF00296	A0QQJ4|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:246196
PF00296	A4IU28|reviewed|Long-chain alkane monooxygenase|taxID:420246
PF00296	P54950|reviewed|N-acetyl-S-(2-succino)cysteine monooxygenase|taxID:224308
PF00296	P54995|reviewed|Dibenzothiophene-sulfone monooxygenase|taxID:334542
PF00296	P75898|reviewed|Pyrimidine monooxygenase RutA|taxID:83333
PF00296	P80645|reviewed|Alkanesulfonate monooxygenase|taxID:83333
PF00296	P9WNE1|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:83332
PF00296	Q8TXY4|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:190192
PF00296	D7UER1|reviewed|3,6-diketocamphane 1,6-monooxygenase|taxID:303
PF00296	E9JFX9|reviewed|Dimethyl-sulfide monooxygenase|taxID:121290
PF00296	O34974|reviewed|N-acetyl-S-alkylcysteine sulfoxide monooxygenase|taxID:224308
PF00296	P96809|reviewed|F420-dependent hydroxymycolic acid dehydrogenase|taxID:83332
PF00296	Q50744|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:79929
PF00296	Q6STM1|reviewed|2,5-diketocamphane 1,2-monooxygenase 1|taxID:303
PF00296	A9CEY7|reviewed|Sulfoquinovose monooxygenase|taxID:176299
PF00296	B7NLB4|reviewed|Pyrimidine monooxygenase RutA|taxID:585057
PF00296	C6EHJ5|reviewed|Pyrimidine monooxygenase RutA|taxID:469008
PF00296	C9QZ64|reviewed|Pyrimidine monooxygenase RutA|taxID:536056
PF00296	D7P5X0|reviewed|4-hydroxyprotoasukamycin monooxygenase|taxID:222892
PF00296	M5AWY0|reviewed|2,5-diketocamphane 1,2-monooxygenase 2|taxID:303
PF00296	O27784|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:187420
PF00296	O29196|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:224325
PF00296	P07740|reviewed|Alkanal monooxygenase alpha chain|taxID:669
PF00296	P19840|reviewed|Alkanal monooxygenase beta chain|taxID:29488
PF00296	P19907|reviewed|Alkanal monooxygenase alpha chain|taxID:668
PF00296	P23146|reviewed|Alkanal monooxygenase alpha chain|taxID:29488
PF00296	P54989|reviewed|Nitrilotriacetate monooxygenase component A|taxID:83263
PF00296	P54991|reviewed|Pristinamycin IIA synthase subunit A|taxID:38300
PF00296	P54993|reviewed|Pristinamycin IIA synthase subunit B|taxID:38300
PF00296	P58759|reviewed|Pyrimidine monooxygenase RutA|taxID:176299
PF00296	P9WNE0|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:83331
PF00296	Q0ZIH7|reviewed|Dibenzothiophene-sulfone monooxygenase|taxID:1833
PF00296	Q46FV4|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:269797
PF00296	Q4H4E5|reviewed|4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase BtrO|taxID:1397
PF00296	Q58929|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:243232
PF00296	Q65YW9|reviewed|FMNH(2)-dependent dimethylsulfone monooxygenase|taxID:303
PF00296	Q6F9F6|reviewed|Flavin-dependent trigonelline monooxygenase, oxygenase component|taxID:62977
PF00296	Q6WNP3|reviewed|Dibenzothiophene-sulfone monooxygenase|taxID:1078016
PF00296	Q8TJP7|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:188937
PF00296	Q8XAU1|reviewed|Pyrimidine monooxygenase RutA|taxID:83334
PF00296	Q9A4N2|reviewed|Pyrimidine monooxygenase RutA|taxID:190650
PF00296	Q9EUT9|reviewed|Limonene 1,2-monooxygenase|taxID:1833
PF00296	Q9HYG2|reviewed|Alkanesulfonate monooxygenase|taxID:208964
PF00296	Q9I1C2|reviewed|Methanesulfonate monooxygenase|taxID:208964
PF00296	Q9KHS2|reviewed|Alkanesulfonate monooxygenase|taxID:306
PF00296	Q9UXP0|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:2221
PF00296	A0QLV0|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:243243
PF00296	A1A9L2|reviewed|Alkanesulfonate monooxygenase|taxID:405955
PF00296	A1A9R7|reviewed|Pyrimidine monooxygenase RutA|taxID:405955
PF00296	A1JMY1|reviewed|Pyrimidine monooxygenase RutA|taxID:393305
PF00296	A1KMU5|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:410289
PF00296	A1TRM3|reviewed|Alkanesulfonate monooxygenase|taxID:397945
PF00296	A1VPZ7|reviewed|Alkanesulfonate monooxygenase|taxID:365044
PF00296	A3Q7Z7|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:164757
PF00296	A4T163|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:350054
PF00296	A4TH89|reviewed|Alkanesulfonate monooxygenase|taxID:386656
PF00296	A4VQH4|reviewed|Pyrimidine monooxygenase RutA|taxID:379731
PF00296	A4W8V4|reviewed|Alkanesulfonate monooxygenase|taxID:399742
PF00296	A4W925|reviewed|Pyrimidine monooxygenase RutA|taxID:399742
PF00296	A4Y0F3|reviewed|Alkanesulfonate monooxygenase|taxID:399739
PF00296	A5EB33|reviewed|Pyrimidine monooxygenase RutA|taxID:288000
PF00296	A5U6V9|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:419947
PF00296	A5VX17|reviewed|Alkanesulfonate monooxygenase|taxID:351746
PF00296	A6T7A2|reviewed|Pyrimidine monooxygenase RutA|taxID:272620
PF00296	A6WD69|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:266940
PF00296	A7FDL9|reviewed|Alkanesulfonate monooxygenase|taxID:349747
PF00296	A7ME52|reviewed|Pyrimidine monooxygenase RutA|taxID:290339
PF00296	A7MEW3|reviewed|Alkanesulfonate monooxygenase|taxID:290339
PF00296	A7Z2Q3|reviewed|Alkanesulfonate monooxygenase|taxID:326423
PF00296	A7ZK27|reviewed|Alkanesulfonate monooxygenase|taxID:331111
PF00296	A7ZKB7|reviewed|Pyrimidine monooxygenase RutA|taxID:331111
PF00296	A7ZYN8|reviewed|Alkanesulfonate monooxygenase|taxID:331112
PF00296	A7ZYW7|reviewed|Pyrimidine monooxygenase RutA|taxID:331112
PF00296	A8AID7|reviewed|Alkanesulfonate monooxygenase|taxID:290338
PF00296	A8GCK1|reviewed|Alkanesulfonate monooxygenase|taxID:399741
PF00296	A8GCT6|reviewed|Pyrimidine monooxygenase RutA|taxID:399741
PF00296	A9C3F6|reviewed|Alkanesulfonate monooxygenase|taxID:398578
PF00296	A9FK50|reviewed|Alkanesulfonate monooxygenase|taxID:448385
PF00296	A9W3I1|reviewed|Pyrimidine monooxygenase RutA|taxID:419610
PF00296	B0KH56|reviewed|Alkanesulfonate monooxygenase|taxID:76869
PF00296	B0SW63|reviewed|Pyrimidine monooxygenase RutA|taxID:366602
PF00296	B1IV85|reviewed|Pyrimidine monooxygenase RutA|taxID:481805
PF00296	B1IVZ6|reviewed|Alkanesulfonate monooxygenase|taxID:481805
PF00296	B1JEV9|reviewed|Alkanesulfonate monooxygenase|taxID:390235
PF00296	B1JKC0|reviewed|Alkanesulfonate monooxygenase|taxID:502800
PF00296	B1LIZ3|reviewed|Pyrimidine monooxygenase RutA|taxID:439855
PF00296	B1LJS7|reviewed|Alkanesulfonate monooxygenase|taxID:439855
PF00296	B1M6B9|reviewed|Pyrimidine monooxygenase RutA|taxID:426355
PF00296	B1MIT2|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:561007
PF00296	B1X8N9|reviewed|Alkanesulfonate monooxygenase|taxID:316385
PF00296	B1X9D3|reviewed|Pyrimidine monooxygenase RutA|taxID:316385
PF00296	B1ZB15|reviewed|Pyrimidine monooxygenase RutA|taxID:441620
PF00296	B2JKA8|reviewed|Alkanesulfonate monooxygenase|taxID:391038
PF00296	B2K4U5|reviewed|Alkanesulfonate monooxygenase|taxID:502801
PF00296	B2T3J1|reviewed|Alkanesulfonate monooxygenase|taxID:398527
PF00296	B2UAU3|reviewed|Alkanesulfonate monooxygenase|taxID:402626
PF00296	B2VC88|reviewed|Alkanesulfonate monooxygenase|taxID:465817
PF00296	B3Q1C3|reviewed|Alkanesulfonate monooxygenase|taxID:491916
PF00296	B3QIN8|reviewed|Alkanesulfonate monooxygenase|taxID:395960
PF00296	B3R2K7|reviewed|Alkanesulfonate monooxygenase|taxID:977880
PF00296	B5XXN0|reviewed|Pyrimidine monooxygenase RutA|taxID:507522
PF00296	B5YT69|reviewed|Alkanesulfonate monooxygenase|taxID:444450
PF00296	B5YU53|reviewed|Pyrimidine monooxygenase RutA|taxID:444450
PF00296	B6I909|reviewed|Alkanesulfonate monooxygenase|taxID:409438
PF00296	B6I988|reviewed|Pyrimidine monooxygenase RutA|taxID:409438
PF00296	B7KWT7|reviewed|Pyrimidine monooxygenase RutA|taxID:440085
PF00296	B7KX11|reviewed|Alkanesulfonate monooxygenase|taxID:440085
PF00296	B7LE35|reviewed|Alkanesulfonate monooxygenase|taxID:585055
PF00296	B7LFC2|reviewed|Pyrimidine monooxygenase RutA|taxID:585055
PF00296	B7LNV2|reviewed|Alkanesulfonate monooxygenase|taxID:585054
PF00296	B7M864|reviewed|Alkanesulfonate monooxygenase|taxID:585034
PF00296	B7M8Z7|reviewed|Pyrimidine monooxygenase RutA|taxID:585034
PF00296	B7MHP4|reviewed|Alkanesulfonate monooxygenase|taxID:585035
PF00296	B7MIF9|reviewed|Pyrimidine monooxygenase RutA|taxID:585035
PF00296	B7MS53|reviewed|Alkanesulfonate monooxygenase|taxID:585397
PF00296	B7MTF5|reviewed|Pyrimidine monooxygenase RutA|taxID:585397
PF00296	B7N3A4|reviewed|Alkanesulfonate monooxygenase|taxID:585056
PF00296	B7N3G8|reviewed|Pyrimidine monooxygenase RutA|taxID:585056
PF00296	B7NM39|reviewed|Alkanesulfonate monooxygenase|taxID:585057
PF00296	B7UN21|reviewed|Alkanesulfonate monooxygenase|taxID:574521
PF00296	B7UNZ5|reviewed|Pyrimidine monooxygenase RutA|taxID:574521
PF00296	B8H1Q4|reviewed|Pyrimidine monooxygenase RutA|taxID:565050
PF00296	B8ZU74|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:561304
PF00296	B9JLT9|reviewed|Pyrimidine monooxygenase RutA|taxID:311403
PF00296	B9K4P2|reviewed|Pyrimidine monooxygenase RutA|taxID:311402
PF00296	C0ZUD4|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:234621
PF00296	C1DN48|reviewed|Alkanesulfonate monooxygenase|taxID:322710
PF00296	C4ZQ61|reviewed|Alkanesulfonate monooxygenase|taxID:595496
PF00296	C4ZQE0|reviewed|Pyrimidine monooxygenase RutA|taxID:595496
PF00296	C5B0U9|reviewed|Pyrimidine monooxygenase RutA|taxID:272630
PF00296	C5C430|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:471853
PF00296	C5CN79|reviewed|Pyrimidine monooxygenase RutA|taxID:543728
PF00296	C5CNW9|reviewed|Alkanesulfonate monooxygenase|taxID:543728
PF00296	C6DGK1|reviewed|Alkanesulfonate monooxygenase|taxID:561230
PF00296	C6UFC3|reviewed|Pyrimidine monooxygenase RutA|taxID:413997
PF00296	C6UPN4|reviewed|Pyrimidine monooxygenase RutA|taxID:544404
PF00296	C7CM36|reviewed|Pyrimidine monooxygenase RutA|taxID:661410
PF00296	C8TNC2|reviewed|Pyrimidine monooxygenase RutA|taxID:573235
PF00296	C8U5H4|reviewed|Pyrimidine monooxygenase RutA|taxID:585395
PF00296	C8UMM8|reviewed|Pyrimidine monooxygenase RutA|taxID:585396
PF00296	C8XBB4|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:479431
PF00296	C9Y0S7|reviewed|Pyrimidine monooxygenase RutA|taxID:693216
PF00296	D0L658|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:526226
PF00296	D0LI58|reviewed|Pyrimidine monooxygenase RutA|taxID:502025
PF00296	D2AC43|reviewed|Pyrimidine monooxygenase RutA|taxID:591020
PF00296	D2NGI9|reviewed|Pyrimidine monooxygenase RutA|taxID:431946
PF00296	D2PT98|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:479435
PF00296	D2TDP0|reviewed|Alkanesulfonate monooxygenase|taxID:644651
PF00296	D3H125|reviewed|Pyrimidine monooxygenase RutA|taxID:216592
PF00296	D3QPK5|reviewed|Pyrimidine monooxygenase RutA|taxID:701177
PF00296	D3RKL0|reviewed|Pyrimidine monooxygenase RutA|taxID:640131
PF00296	D4GEU4|reviewed|Pyrimidine monooxygenase RutA|taxID:706191
PF00296	D5CE32|reviewed|Pyrimidine monooxygenase RutA|taxID:716541
PF00296	D5CZH2|reviewed|Pyrimidine monooxygenase RutA|taxID:714962
PF00296	D5UYN8|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:521096
PF00296	D5VGV4|reviewed|Pyrimidine monooxygenase RutA|taxID:509190
PF00296	D6ZA79|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:640132
PF00296	D8I5S8|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:749927
PF00296	E4W8Y2|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:685727
PF00296	E6SFR5|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:710696
PF00296	E8NCH3|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:979556
PF00296	O34846|reviewed|N-acetyl-S-alkylcysteine monooxygenase|taxID:224308
PF00296	O85764|reviewed|Alkanesulfonate monooxygenase|taxID:303
PF00296	P07739|reviewed|Alkanal monooxygenase beta chain|taxID:669
PF00296	P09140|reviewed|Alkanal monooxygenase alpha chain|taxID:553611
PF00296	P09141|reviewed|Alkanal monooxygenase beta chain|taxID:553611
PF00296	P09142|reviewed|Non-fluorescent flavoprotein|taxID:553611
PF00296	P12744|reviewed|Alkanal monooxygenase beta chain|taxID:659
PF00296	P18299|reviewed|Alkanal monooxygenase alpha chain|taxID:28177
PF00296	P19839|reviewed|Alkanal monooxygenase alpha chain|taxID:29488
PF00296	P19908|reviewed|Alkanal monooxygenase beta chain|taxID:668
PF00296	P23147|reviewed|Alkanal monooxygenase beta chain|taxID:29488
PF00296	P24113|reviewed|Alkanal monooxygenase alpha chain|taxID:659
PF00296	P29238|reviewed|Alkanal monooxygenase alpha chain|taxID:553611
PF00296	P29239|reviewed|Alkanal monooxygenase beta chain|taxID:553611
PF00296	P40402|reviewed|Alkanesulfonate monooxygenase|taxID:224308
PF00296	P59189|reviewed|Alkanesulfonate monooxygenase|taxID:623
PF00296	P9WIB6|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:83331
PF00296	P9WIB7|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:83332
